repo_name,bin,new_prs,total_closed,review_comments_mean,close_latency_h,prohibited,language,stars,contributors,commits,repo_age_days,time,intervention,time_after,log_new_prs,log_total_closed,log_review_comments_mean,log_close_latency_h,log_stars,log_contributors,log_commits,log_repo_age_days,prs_closed_in_bin,log_prs_closed_in_bin
xmtp/libxmtp,3,71,71,3.0,516.8081220657276,0,Rust,103,54,2384,1062,8,1,3,4.276666119016055,4.276666119016055,1.3862943611198906,6.249604752914247,4.6443908991413725,4.007333185232471,7.776954403322442,6.968850378341948,79,4.382026634673881
xmtp/libxmtp,4,108,108,2.240740740740741,373.74807355967073,0,Rust,103,54,2384,1062,9,1,4,4.691347882229144,4.691347882229144,1.1758019273592395,5.926253996368216,4.6443908991413725,4.007333185232471,7.776954403322442,6.968850378341948,91,4.5217885770490405
ratatui/ratatui,-4,38,36,3.289473684210526,311.1218981481482,0,Rust,19132,252,2148,1053,1,0,0,3.6635616461296463,3.610917912644224,1.4561640410803764,5.743393810699209,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,39,3.6888794541139363
ratatui/ratatui,-3,38,37,3.421052631578948,499.7227627627626,0,Rust,19132,252,2148,1053,2,0,0,3.6635616461296463,3.6375861597263857,1.486377819676873,6.216052580181434,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,46,3.8501476017100584
ratatui/ratatui,-2,39,38,2.8974358974358974,374.3643128654971,0,Rust,19132,252,2148,1053,3,0,0,3.688879454113936,3.6635616461296463,1.36031887471663,5.927897055343414,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,23,3.1780538303479458
ratatui/ratatui,-1,40,39,2.175,119.47945868945872,0,Rust,19132,252,2148,1053,4,0,0,3.713572066704308,3.688879454113936,1.155307632344655,4.79147927109211,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,66,4.204692619390966
ratatui/ratatui,1,37,36,1.2702702702702702,291.1313734567901,0,Rust,19132,252,2148,1053,6,1,1,3.6375861597263857,3.610917912644224,0.8198988861990891,5.677203610188125,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,20,3.044522437723423
ratatui/ratatui,2,37,36,1.8108108108108107,69.8614737654321,0,Rust,19132,252,2148,1053,7,1,2,3.6375861597263857,3.610917912644224,1.033472986497148,4.260726897491326,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,58,4.07753744390572
ratatui/ratatui,3,45,43,2.2222222222222223,291.8917248062015,0,Rust,19132,252,2148,1053,8,1,3,3.828641396489095,3.784189633918261,1.1700712526502546,5.679803000809794,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,46,3.8501476017100584
ratatui/ratatui,4,49,46,1.959183673469388,108.5263768115942,0,Rust,19132,252,2148,1053,9,1,4,3.912023005428146,3.8501476017100575,1.0849134443099475,4.696165404372781,9.859169871885005,5.53338948872752,7.67275789664251,6.960347729101308,57,4.060443010546419
stack-auth/stack-auth,-4,30,30,5.8,204.6584259259259,0,TypeScript,6734,63,2822,672,1,0,0,3.4339872044851463,3.4339872044851463,1.916922612182061,5.326216666003038,8.815073088844464,4.158883083359672,7.945555428253489,6.511745329644728,60,4.110873864173311
